revenue_ttm_billion,price_gbp,earnings_ttm_billion,pe_ratio_ttm,marketcap_billion,dividend_yield_ttm,gdp_per_capita,gdp_growth_2024,inflation_rate,interest_rate,exchange_rate,unemployment_rate
2.942,11.0408004,0.181,-8.28571e-09,1.7435632479334,3.448279999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.06,3.6078806,0.071,6.2755799999998995e-09,0.2897128213235,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,4.9755988,-0.058338,-7.1413e-09,0.3174760591552,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.502357,14.2791304,-0.048533,-1.06760999999999e-08,0.7039111319526,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.04367,13.429545,0.046592,1.71262e-08,1.0933664191283,1.36054e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
4.576334,27.674463396,0.942007,4.52664e-09,16.439433735209,1.70819e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.296436,2.1030096,-0.174273,-3.98836e-10,0.07512517799008,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.884835,27.030531,0.066623,1.07667e-08,0.9573754069708,3.20856e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.156322096,4.954682998,0.0552648,-5.736739999999999e-09,0.4789888712232,3.78699e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.583005,56.6822044,0.285297,4.37602e-08,5.7233156828774,3.95697e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.102101,1.752508,-1.07663635,-1.56463e-11,0.009474934502,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
7.8845e-05,0.198033404,-0.00276549,-2.599e-09,0.00163402855372,0.0,0.000115,0.087,0.023,0.0025,1.0,0.025
0.174497,1.028646,-0.040442,-2.0781200000000003e-09,0.216311910048,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.166233,135.6517388,0.114151,-3.26225e-08,3.8972742759014,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.132266,32.992868,0.04523,8.3752399999999e-09,0.266232652087,2.30947e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.932387,133.2591844,0.169341,5.429110000000001e-08,4.3234210214912006,4.51093e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.999012575,21.0262862,0.509315,2.2777900000000002e-08,3.3082966051634,0.0,1e-05,0.025,0.051,0.11,0.05882,0.035
0.077557,19.9023952,0.144012,8.9452099999999e-09,1.2837457215794998,4.01991e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.783768,7.5129256,-0.10038,-1.29908e-09,0.04749363427696,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
-0.048,2.7278168,-0.663,-7.103170000000001e-10,0.1391955842815999,8.561569999999997e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,153.4701734,1.156,3.00883e-08,16.60981831119515,1.957529999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.65345,153.4701734,0.611107,9.683046749999992e-08,16.60981831119515,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.169389,20.7938884,0.069244,1.06654e-08,0.5056346078514999,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.464575,1.295332,-0.088279,-2.79146e-10,0.1484437549158,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.623161,153.4701734,0.264873,4.722249999999991e-08,7.482247651819399,7.28544e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,2.2020796392,-0.00735,-5.23874e-08,0.2223905610039,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.000390432,0.9943044628,-0.00226311,-7.87072899999999e-08,0.2372965414187,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.0,2.743056,-0.025523,-1.27622e-09,0.0594305026848,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,38.0446628,-0.068495,-1.51997e-08,1.4788569297356,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,14.0886404,1.3740052,7.516260000000001e-09,8.1592110503936,2.596e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.7596,120.19461824,0.2735,7.29404e-08,6.0034208591258,5.03113e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,2.0391725912,-0.0222531,-5.29935e-08,0.3641678836861,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
10.1087,153.4701734,1.3740052,3.11701e-08,16.60981831119515,1.4241499999999994e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.403193,19.2242508,-0.00317,-7.87072899999999e-08,4.7353941894758,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.399568,54.8192122,0.791316,1.2898e-08,6.2123323942093,9.708740000000001e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.86442,1.2038968,-0.595456,-3.4649099999999997e-10,0.0033773153138,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.391891,25.4951816,0.955711,7.0861299999999e-09,3.8468913837875,3.40943e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.908474,29.3697482,0.316941,1.74414e-08,2.3115107251405,4.829549999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.149026,30.9203368,0.008676,1.33049e-08,0.4719402246144,1.18285e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.286201513,7.2522667036,0.106333,6.53867e-09,0.5774335530881,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
1.842944,31.827069200000004,0.274676,2.33352e-08,2.8708144305765,3.61982e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
4e-05,0.213424996,-0.017536,-6.07143e-10,0.00347419547996,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.9916,153.4701734,0.2447,1.8363e-08,4.0830393924198,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.045688438,0.12800928,-0.0171006,-6.05756e-09,5.3760073056074,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.34046,4.457466,0.069063,-7.87072899999999e-08,0.6543960696089001,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.013174,1.8401334,-0.158425,-1.16827e-09,0.1228127127999999,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.88944963,15.965119292,0.435063,2.72295e-08,6.443658206400601,1.60595e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
3.431528,25.239925,0.220726,1.53565e-08,1.2718700690381,9.6706e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,153.4701734,0.8503,2.95346e-08,14.1426829433239,1.296709999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.05444,5.303546384,0.048028,-5.62602e-09,0.3463008962329,8.561569999999997e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.351,99.283388,0.3217,2.60608e-08,4.3386939671757,8.34796e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,7.0328908,-0.021751,-3.74442e-10,0.07093443456416,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.809846,10.3855148,0.038332,-8.70988e-10,0.1798656930316,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
5.127987409,45.620221512,0.74842,2.27733e-08,8.168021479579599,1.35101e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.078987,19.1175764,0.028546,8.77273e-09,0.1619648753164,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.217649,14.591534,0.05257,-2.95385e-08,1.0596634531738,4.63021e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.545338,15.3458744,0.012641,-4.82974e-09,0.1680434630297,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,153.4701734,1.3740052,5.8014799999999e-09,16.60981831119515,1.19541e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
2.493672,42.517368,0.353633,5.1700899999999896e-08,6.982627383214,6.32683e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,0.02895448,-0.00731,-3.3898300000000003e-10,0.02380006137936,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.180487,11.4141608,0.029871,8.730989999999999e-09,0.4989369184946999,3.215e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.403729,1.0781734,-0.135417,-4.02857e-09,0.4009478628032,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.000873,97.835664,0.138614,3.62645e-08,2.5195323884748,1.86916e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.4916,14.6372516,-0.3909,-7.87072899999999e-08,0.91826211051,6.24675e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.000591,3.4059612,-0.217547,-1.8717299999999e-09,0.4088209211776,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,87.8692272,1.3740052,1.15015e-08,16.60981831119515,3.24642e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.105754,8.1224936,0.016274,1.08878e-08,0.1015693472438,5.99813e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.005064,35.1720736,-0.035546,-1.02108e-08,0.4241681853926,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.207105,5.562765176,-0.042906,-1.37358e-08,0.7954254294962999,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
1.360503,96.368891,-0.290411,-2.6083e-08,11.9190007262409,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.329045221,0.7037767344,0.265119,9.683046749999992e-08,1.970575313496,1.79973e-09,1.281e-05,-0.031,0.413,0.375,0.00286,0.089
1.07414,58.3775654,0.096974,3.21201e-09,2.860745732649,5.01895e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.261856,0.4038388,0.018824,-4.64912e-10,0.079433872824,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.493504,12.0046798,0.019573,6.45267e-09,0.08366901718304,6.37755e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.287945791,2.2301731044,-0.0021732,-2.28017e-08,0.100946669722,6.244819999999999e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
4.3998,26.5238276,0.0404,-7.87072899999999e-08,4.9930575102362,0.0,1.03e-05,0.023,0.064,0.1325,0.21053,0.09
0.008595,0.02971644,-0.039394,-2.4216e-11,0.00108669744652,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.810578,153.4701734,0.325065,9.683046749999992e-08,16.60981831119515,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.968666,30.66889,0.286354,4.65857e-09,0.5890788590259001,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.743733,8.1377328,0.076221,-4.79545e-08,1.0742376876339,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.169645,36.8179072,0.122315,1.97900999999999e-08,1.0862423735295998,2.412140000000001e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.246831,129.1674592,0.496698,5.015e-08,7.706027184373799,5.51287e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.114142861,1.042437476,0.0505759,1.0393400000000001e-08,0.0978157006479999,8.561569999999997e-07,1.03e-05,0.023,0.064,0.1325,0.21053,0.09
11.364748,79.129546,1.3740052,5.370980000000001e-08,16.60981831119515,1.8715e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,4.6327168,-0.052599,-1.96101e-09,0.2006633485619,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.292,5.4327748,-0.029652,-7.67742e-09,0.3614723854195,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.054552,0.10392448636,-0.042273,-5.002789999999997e-10,0.01636764142512,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
5.243,8.8463556,0.12,-2.9e-08,1.5857535050803,3.448279999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.134637,3.4821572,-0.016192,-2.4052600000000002e-08,0.3738095784678,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,2.9792636,-0.171631,6.125e-09,0.1726390937126,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
5.533,153.4701734,1.156,6.68058999999999e-08,16.60981831119515,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,2.5449464,-0.038775,-1.07418999999999e-08,0.1847425052416,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.048386,0.38098,-0.160671,-2.92273e-10,0.06642691084,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,65.966687,1.3740052,2.69595999999999e-08,16.60981831119515,2.64716e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.631338,27.81154,0.211033,8.64859e-09,1.627166969815,3.73602e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.666163,14.2410324,0.094399,1.21038999999999e-08,0.4643687561035999,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.05419,56.5069536,0.262618,1.80097e-08,3.2013676495667,3.531e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,49.222616,1.3740052,2.13311e-08,16.60981831119515,1.55231e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.000455,0.442470172,-0.012053,-5.163789999999997e-10,0.0109928616866,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
7.02735795,5.5127806,0.956183,2.76792e-08,12.513681612718,1.08516e-07,1.03e-05,0.023,0.064,0.1325,0.21053,0.09
0.013374,13.8981504,0.01201,-8.86341e-09,0.1284747826988,8.561569999999997e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.248963,10.934126,0.035344,2.28871e-08,0.8076612148121,1.69133e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.314976,153.4701734,0.015542,-7.87072899999999e-08,4.5684045476045,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.936370886,7.8443782,-0.0189893,1.24798e-08,0.8167802057958,1.4549000000000001e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.104809,4.609858,-0.019088,-1.41628e-08,0.06554665197824,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
6.3533,126.3405876,0.0767,-7.87072899999999e-08,8.406841174466601,8.37421e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.254911,7.23862,-0.305121,-3.87755e-09,0.1085141493721,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.004383,5.6461236,-0.095418,-1.23667e-08,0.7132183087692,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.2095,119.1057774,0.3375,2.83438e-08,6.814053449728,4.89198999999999e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.987991,4.0688664,-0.194356,3.81429e-08,0.05722779214272,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
4.397485,20.8700844,0.547442,1.5485900000000002e-08,4.2551595487027,1.82415e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
4.154919,21.5215602,0.30386,9.76531e-09,6.693356254863399,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.863712,11.8789564,0.580182,5.2466700000000005e-09,1.965159454208,2.96696e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.346361,15.1858628,0.127972,1.29804999999999e-08,1.5214412526848,4.2021e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,91.7628428,1.3740052,5.52248e-08,16.60981831119515,1.99352e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,0.9268938616,-0.0172888,-1.03688e-08,0.1110812040414999,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.201164,32.859525,0.060121,7.9925899999999e-09,0.3882057215411,2.08526e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.004646243,0.2362076,-0.00059795,-2.93433e-10,0.00064376933656,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.438011,82.6193228,0.573817,7.01699e-08,5.7363091368346,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.016537,7.3300552,0.00459,1.71786e-08,0.0515568956992,1.247399999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.883e-06,7.6196e-05,-0.00471559,-3.0303e-12,1.615431396e-05,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.115944,40.6658052,0.136378,2.24322e-08,1.3267584976844,3.47563e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.612011,50.8684496,-0.154865,-4.15991e-08,9.3989635179315,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.2991,153.4701734,0.6103,4.2514399999999e-09,3.3287320553881,5.8788900000000006e-09,0.000115,0.087,0.023,0.0025,1.0,0.025
0.007427,4.9755988,-0.079818,-1.00303e-08,0.0590603608038399,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.460993,6.724220804,0.492228,1.8586799999999998e-09,0.6803294254504,8.561569999999997e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.257813,3.7259844,-0.023644,-1.48181999999999e-08,0.6040043997158,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.258474,3.3678632,-0.604619,-3.675e-08,0.3944542568128,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.283344,0.378998904,-0.011175,-1.18967e-11,0.00205000461456,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.080449,32.9395308,-0.038276,-5.58701e-08,1.5150141627546,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.137701,7.52778382,0.033782,3.0875e-08,0.493769927534,8.50202e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.355323754,0.9999277276,-0.00850491,-6.45356e-09,0.09590574275752,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.0,1.262262936,-0.061822,-7.094019999999e-10,0.04219593669792,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,0.11162714,-0.0504814,-2.3279399999999e-09,0.01531758739696,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.738071,4.7317716,0.108626,6.531249999999999e-09,0.1790005575519,3.18979e-07,0.000115,0.087,0.023,0.0025,1.0,0.025
0.089453624,0.960602972,-0.00400648,-1.14052e-08,0.04886603929292,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
9.955,63.12457620000001,0.869,-2.09027e-09,16.60981831119515,2.11717e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,16.5002438,-0.053345,-7.87072899999999e-08,0.6035211829707999,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.792882,16.3364224,-0.584369,2.32391e-08,1.1650777542042,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.522396,5.200377,0.029647,-4.4933300000000006e-08,0.6010439473843,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,51.4170608,-0.111862,-4.62113e-08,0.3344119551091,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.81164,9.9130996,0.026175,1.90441e-08,0.4624302323327999,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.090771,18.3175184,0.028298,8.37631e-09,0.1769908362387,2.82862e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,22.2720908,1.3740052,1.1779400000000001e-08,16.60981831119515,6.95682e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.402257,13.220006,0.004145,-1.81735e-08,0.1416351851398,5.10949e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
4.253,47.987250252,0.2976,1.00839e-08,0.8398296299008,2.079079999999999e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.013856,9.486402,-0.249823,-1.7191800000000002e-08,0.8985111320011999,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.756888,15.0410904,0.030374,5.97879e-08,2.1870798531276,7.60264e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.171535,1.447724,-0.096911,2.38462e-09,0.0408434790328,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.6153,102.1293086,0.5498,2.79499e-08,7.4979867951104,2.85032e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.8418,13.8905308,0.2411,-7.27778e-09,2.3055781167718,6.54307e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.951,73.4300852,0.332,1.77535999999999e-08,2.0271770000589,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.4756,20.439577,0.3229,6.63415e-08,1.0628294030693002,8.561569999999997e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.100484,2.0534822,0.0141,2.60442e-08,0.1045990404044,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
2.303209,82.120239,0.272015,2.62909e-08,4.9190023130522,3.93161e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
1.345511,5.9995511264,-0.091003,-7.87072899999999e-08,4.5243525350175,0.0,4.71e-05,0.02,0.03,0.045,0.74074,0.055
1.272039,5.562308,0.265332,-8.939759999999999e-09,1.1867685243852,2.77628e-07,4.71e-05,0.02,0.03,0.045,0.74074,0.055
0.002686,2.354380204,-0.029401,-4.93548e-09,0.1598534658694,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0038,0.5962337,-0.046477,-5.364379999999997e-10,0.02942109211264,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.294,9.486402,0.171,1.34468e-08,0.8085876606412,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.0,22.3330476,-0.172919,-3.94708e-10,1.1371920175872,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.008799623,1.6610728,-0.00937699,-2.49143e-10,0.00466709948304,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.923921,95.3516744,0.108156,3.78973e-08,1.9932313772749,5.10204e-08,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.509274,22.4168632,0.035759,-7.33666e-09,0.5637302907212,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.01517953,0.13410496,-0.00754702,2.07242e-09,0.0032507042304,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
3.780451,153.4701734,0.798095,8.94206999999999e-08,16.60981831119515,3.85624e-09,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.009209335,0.5562308,-0.0395771,-4.114709999999e-10,0.04188267665488,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.543704,15.4411194,-0.07831,-4.01176e-08,2.5722741624525,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.146578,1.3791476,0.010159,2.34827e-08,0.06675612022976,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
11.364748,153.4701734,1.3740052,7.63812e-08,16.60981831119515,0.0,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.322418,10.4693304,0.166194,-7.87072899999999e-08,1.0848633844173,8.561569999999997e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
0.216669,17.9593972,0.065703,8.87054e-09,0.3771078290022,2.9838e-07,7.4e-05,0.02,0.035,0.055,1.0,0.035
